customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,county,is_rural,location_type,mpesa_usage_score,mpesa_engagement,mpesa_monthly_transactions,bonga_points,days_since_bonga_redemption,bonga_active,has_safaricom_home,competitor_exposure,high_competitor_risk,network_quality_score,network_satisfaction,uses_data_rollover,data_bundle_tier,avg_monthly_data_gb,digital_loyalty_score,rural_network_risk,price_sensitive_risk,customer_engagement_score
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,0,Nyeri,0,urban,100.0,high,9,2362.9,19,1,0,5,1,7,neutral,1,basic,15.417242266362608,66.30106666666667,0,0,65.0
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,0,Kisumu,0,urban,60.5,high,4,1766.5,214,0,0,5,1,5,neutral,0,standard,7.57457409033152,41.010666666666665,0,0,18.15
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,0,Nairobi,0,urban,63.1,high,4,1867.1,231,0,0,4,1,8,satisfied,1,premium,54.96793608005628,42.83893333333333,0,1,33.93
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,0,Thika,0,urban,90.2,high,9,651.4,117,0,1,4,1,9,satisfied,0,premium,4.214977953610599,55.85706666666666,0,1,52.06
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,0,Malindi,1,rural,100.0,high,5,3831.0,48,1,0,1,0,7,neutral,1,premium,3.5170179171981877,70.21600000000001,0,0,65.0
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,0,Nakuru,0,urban,84.5,high,7,3357.1,118,0,0,5,1,6,neutral,1,unlimited,32.58741242121433,59.65226666666666,0,1,40.349999999999994
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,0,Malindi,1,rural,100.0,high,11,3573.8,146,0,1,3,0,2,dissatisfied,0,unlimited,39.88992923271237,69.53013333333334,1,0,55.0
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,1,Kisumu,0,urban,61.9,high,3,1204.9,217,0,1,5,1,7,satisfied,1,premium,6.431347552268495,40.35306666666667,0,1,58.57
9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,0,Nakuru,0,urban,100.0,high,12,4026.7,227,0,0,5,1,5,dissatisfied,0,premium,0.5,70.73786666666666,0,0,30.0
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,1,Kisumu,0,urban,55.5,medium,5,118.10000000000002,254,0,0,4,1,6,neutral,0,basic,9.112537211564359,33.61493333333333,0,0,16.65
3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,0,Nairobi,0,urban,50.7,medium,6,2476.0,335,0,0,5,1,7,neutral,0,basic,5.299787592510209,37.022666666666666,0,0,15.21
4598-XLKNJ,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,1,Nairobi,0,urban,100.0,high,11,1460.0,9,1,1,5,1,9,satisfied,0,premium,100.0,63.89333333333333,0,1,75.0
6380-ARCEH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,Nairobi,0,urban,30.5,medium,3,0.0,289,0,0,5,1,8,satisfied,0,basic,63.001484712874536,18.3,0,0,9.15
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0,Uasin Gishu,0,urban,8.3,low,0,509.9,149,0,0,3,0,9,satisfied,1,basic,8.472488328327364,6.339733333333334,0,0,17.490000000000002
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,0,Mombasa,0,urban,93.10000000000001,high,11,2254.0,217,0,1,5,1,6,neutral,1,premium,13.494185135563443,61.87066666666667,0,1,67.93
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,0,Nakuru,0,urban,44.7,medium,2,3030.1,132,0,0,4,1,9,satisfied,0,standard,29.82975525183769,34.90026666666667,0,0,13.41
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,1,Nyeri,0,urban,45.7,medium,3,4032.0,203,0,0,3,0,6,neutral,1,unlimited,14.577206255233413,38.172000000000004,0,0,28.71
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,0,Nairobi,0,urban,40.5,medium,9,502.6,23,1,1,5,1,5,neutral,0,basic,11.200219211646079,25.64026666666667,0,0,57.15
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,0,Kisumu,0,urban,71.1,high,9,3402.3,142,0,1,5,1,4,dissatisfied,0,unlimited,40.39734850960099,51.7328,0,1,46.33
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,0,Malindi,1,rural,45.0,medium,5,1327.3,343,0,0,1,0,4,dissatisfied,1,standard,58.47609718434717,30.539466666666666,1,0,28.5
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,Nairobi,0,urban,57.5,medium,4,2354.7,215,0,1,2,0,9,satisfied,0,premium,70.69813282654395,40.7792,0,0,42.25
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,Nairobi,0,urban,100.0,high,13,3869.8,233,0,0,4,1,6,neutral,0,basic,26.584064367743114,70.31946666666667,0,0,30.0
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,1,Mombasa,0,urban,82.1,high,8,2470.5,54,1,0,4,1,7,satisfied,1,premium,27.634101264188097,55.848,0,1,59.629999999999995
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,0,Nairobi,0,urban,100.0,high,12,2975.9,353,0,0,2,0,5,dissatisfied,1,standard,26.44984868309639,67.93573333333333,0,0,45.0
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,Nyeri,0,urban,100.0,high,9,2416.3,170,0,1,4,1,6,neutral,1,premium,11.253028697710297,66.44346666666667,0,1,70.0
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,Kakamega,1,rural,84.8,high,10,1810.0,172,0,1,5,1,3,dissatisfied,1,premium,18.638769688563144,55.70666666666666,1,1,65.44
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,Uasin Gishu,0,urban,100.0,high,13,3206.2,280,0,0,5,1,8,satisfied,1,standard,6.0554813391930375,68.54986666666667,0,0,45.0
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,Kakamega,1,rural,99.0,high,4,0.0,321,0,0,4,1,3,dissatisfied,1,premium,2.2280298509190724,59.4,1,1,44.7
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,Kakamega,1,rural,100.0,high,4,2147.1,246,0,0,1,0,3,dissatisfied,1,standard,16.18693845158196,65.7256,1,0,45.0
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,Nairobi,0,urban,15.4,low,2,492.5,301,0,1,5,1,6,neutral,1,unlimited,78.49531377140332,10.553333333333335,0,1,44.620000000000005
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,Nyeri,0,urban,100.0,high,9,2560.3,319,0,0,2,0,10,satisfied,0,basic,7.7214445744022,66.82746666666667,0,0,30.0
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,Nakuru,0,urban,35.5,medium,6,1723.4,123,0,1,5,1,10,satisfied,0,premium,22.879875045985358,25.895733333333336,0,1,35.65
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,Kakamega,1,rural,90.0,high,8,2993.6,172,0,0,1,0,6,neutral,1,premium,4.210863918987559,61.982933333333335,0,0,42.0
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,Nyeri,0,urban,63.0,high,17,195.39999999999998,189,0,0,5,1,9,satisfied,0,basic,33.26844207998518,38.32106666666667,0,0,18.9
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,Mombasa,0,urban,52.2,medium,5,344.8,196,0,1,5,1,5,neutral,0,premium,8.66448139186062,32.239466666666665,0,1,40.66
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,Nairobi,0,urban,46.5,medium,5,588.4,25,1,0,5,1,8,satisfied,0,standard,63.443338231152744,29.469066666666667,0,0,33.95
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,Nairobi,0,urban,87.0,high,8,0.0,194,0,0,5,1,6,neutral,0,basic,5.418837674628236,52.199999999999996,0,0,26.099999999999998
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,Kisumu,0,urban,46.400000000000006,medium,2,1436.9,49,1,1,5,1,10,satisfied,1,premium,92.43920200156305,31.671733333333336,0,1,73.92
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,Kakamega,1,rural,78.5,high,7,1480.1,154,0,1,3,0,2,dissatisfied,1,premium,42.87808776972286,51.046933333333335,1,0,63.55
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,Kakamega,1,rural,100.0,high,10,3746.1,99,0,0,5,1,6,neutral,1,basic,5.731878452894215,69.9896,0,0,45.0
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,Nairobi,0,urban,89.5,high,6,0.0,182,0,0,5,1,8,satisfied,1,basic,5.629825950794223,53.699999999999996,0,0,41.849999999999994
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,Nakuru,0,urban,100.0,high,12,3724.9,28,1,0,5,1,6,neutral,0,standard,6.3069464955388925,69.93306666666666,0,0,50.0
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,Kisumu,0,urban,48.1,medium,7,432.9,329,0,1,5,1,4,dissatisfied,0,premium,57.74950659646618,30.0144,0,1,39.43
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,Nairobi,0,urban,27.5,low,1,1715.2,61,1,0,5,1,4,dissatisfied,1,standard,2.1370421457933997,21.073866666666667,0,0,43.25
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,Nairobi,0,urban,60.8,high,7,3514.1,70,1,0,5,1,9,satisfied,0,standard,19.48100803506905,45.85093333333333,0,0,38.239999999999995
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,Mombasa,0,urban,73.3,high,10,368.9,235,0,0,5,1,9,satisfied,1,standard,1.7432725483029694,44.96373333333333,0,0,36.989999999999995
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,Machakos,1,rural,80.3,high,14,7.699999999999989,205,0,0,5,1,2,dissatisfied,1,standard,2.1474103667111524,48.20053333333333,1,0,39.09
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,Mombasa,0,urban,100.0,high,8,1989.4,116,0,0,5,1,10,satisfied,1,basic,1.7591492553763586,65.30506666666666,0,0,45.0
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,Nakuru,0,urban,100.0,high,8,1408.0,7,1,1,5,1,8,satisfied,1,premium,5.764885667076683,63.754666666666665,0,1,90.0
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,Thika,0,urban,100.0,high,8,3524.4,199,0,0,3,0,8,satisfied,0,basic,3.4950100869912024,69.3984,0,0,30.0
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,Mombasa,0,urban,99.5,high,7,2854.2,42,1,0,5,1,10,satisfied,1,basic,4.016838383390681,67.3112,0,0,64.85
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,Machakos,1,rural,69.5,high,7,69.9,282,0,1,2,0,3,dissatisfied,1,premium,4.5813305913664015,41.886399999999995,1,0,60.849999999999994
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,Machakos,1,rural,65.0,high,5,3452.1,329,0,0,4,1,4,dissatisfied,1,premium,10.453570586898834,48.205600000000004,1,1,34.5
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,Mombasa,0,urban,32.6,medium,1,405.29999999999995,357,0,0,4,1,5,dissatisfied,1,premium,4.670766552328596,20.6408,0,1,24.78
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,Kisumu,0,urban,70.80000000000001,high,6,3493.1,37,1,1,5,1,7,satisfied,1,unlimited,4.3159349173524655,51.79493333333334,0,1,81.24000000000001
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,Mombasa,0,urban,100.0,high,14,2994.6,262,0,1,5,1,9,satisfied,1,premium,100.0,67.9856,0,1,70.0
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,Mombasa,0,urban,100.0,high,11,3359.9,336,0,1,3,0,5,dissatisfied,0,basic,6.739337630460692,68.95973333333333,0,0,55.0
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,Nairobi,0,urban,40.5,medium,0,3933.1,183,0,1,4,1,6,neutral,1,premium,1.0568590473781403,34.78826666666667,0,1,52.15
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,Uasin Gishu,0,urban,31.5,medium,3,568.2,279,0,0,5,1,9,satisfied,0,basic,36.25324865825297,20.4152,0,0,9.45
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,Nakuru,0,urban,91.5,high,11,601.3,290,0,0,5,1,9,satisfied,1,standard,7.504687118893782,56.50346666666667,0,0,42.45
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,Nairobi,0,urban,23.0,low,1,2023.0,200,0,0,4,1,7,satisfied,1,premium,4.3031387803553764,19.194666666666667,0,0,21.9
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,Mombasa,0,urban,19.5,low,6,834.0,41,1,0,5,1,6,neutral,1,premium,3.8390925552542,13.924,0,0,40.85
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,Nyeri,0,urban,78.10000000000001,high,8,495.1,266,0,0,5,1,8,satisfied,1,premium,23.868498332884812,48.180266666666675,0,0,38.43000000000001
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,Nairobi,0,urban,5.5,low,0,305.0,240,0,0,3,0,6,neutral,0,premium,17.31616219653421,4.113333333333333,0,0,1.65
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,Nairobi,0,urban,69.0,high,8,3502.3,363,0,1,5,1,7,satisfied,1,unlimited,6.083053843239186,50.739466666666665,0,1,60.7
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,Kisumu,0,urban,100.0,high,12,2796.2,118,0,0,2,0,6,neutral,1,premium,16.464769925984974,67.45653333333334,0,0,45.0
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,Machakos,1,rural,23.0,low,3,23.399999999999977,234,0,0,5,1,6,neutral,0,basic,15.825401081742182,13.8624,0,0,6.8999999999999995
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,Nairobi,0,urban,88.9,high,9,425.79999999999995,182,0,0,5,1,6,neutral,1,premium,17.949534389334264,54.47546666666667,0,1,41.67
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,Uasin Gishu,0,urban,100.0,high,6,1194.3,326,0,1,4,1,7,satisfied,1,premium,3.899944632244355,63.1848,0,1,70.0
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,Malindi,1,rural,62.0,high,5,1143.3,122,0,0,3,0,3,dissatisfied,1,basic,30.97868938597837,40.248799999999996,1,0,33.599999999999994
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,Nairobi,0,urban,41.0,medium,8,558.5,346,0,0,5,1,4,dissatisfied,1,premium,4.220975452869558,26.089333333333332,0,0,27.299999999999997
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,Thika,0,urban,100.0,high,9,873.4,349,0,0,3,0,6,neutral,1,basic,12.95512239223044,62.32906666666667,0,0,45.0
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,Mombasa,0,urban,50.7,medium,4,565.0,155,0,0,5,1,4,dissatisfied,1,standard,7.868189945551556,31.92666666666667,0,0,30.21
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,Uasin Gishu,0,urban,28.2,low,1,1496.8,328,0,1,5,1,4,dissatisfied,1,premium,12.965236031760472,20.911466666666666,0,1,48.46
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,Uasin Gishu,0,urban,100.0,high,8,193.4,337,0,0,5,1,8,satisfied,0,premium,55.06977316460575,60.51573333333333,0,0,30.0
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,Nakuru,0,urban,33.0,medium,3,3043.8,358,0,1,3,0,10,satisfied,0,premium,14.206206744736134,27.916800000000002,0,0,34.9
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,Nairobi,0,urban,89.5,high,7,203.20000000000005,320,0,0,2,0,6,neutral,1,basic,38.56693190654277,54.24186666666666,0,0,41.849999999999994
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,Kakamega,1,rural,100.0,high,9,3871.8,101,0,0,5,1,4,dissatisfied,0,basic,15.51649333240776,70.3248,1,0,30.0
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,Mombasa,0,urban,42.300000000000004,medium,6,412.8,331,0,1,3,0,4,dissatisfied,0,premium,100.0,26.480800000000002,0,0,37.69
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,Nairobi,0,urban,100.0,high,13,3803.1,344,0,0,5,1,8,satisfied,0,premium,21.972558765329868,70.1416,0,1,30.0
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,Nairobi,0,urban,100.0,high,13,2576.6,69,1,0,5,1,4,dissatisfied,1,standard,2.221762421556934,66.87093333333334,0,0,65.0
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,Nakuru,0,urban,100.0,high,11,835.8,48,1,0,5,1,6,neutral,0,basic,3.9751826383090174,62.2288,0,0,50.0
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,Uasin Gishu,0,urban,56.6,medium,6,2666.5,118,0,0,3,0,6,neutral,1,premium,5.141068038915833,41.07066666666667,0,0,31.98
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,Nairobi,0,urban,100.0,high,10,0.0,248,0,1,5,1,6,neutral,1,unlimited,8.528382376215065,60.0,0,1,70.0
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,Nakuru,0,urban,91.0,high,6,755.9,295,0,0,4,1,6,neutral,1,premium,5.548850602531563,56.61573333333334,0,1,42.3
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,Nairobi,0,urban,100.0,high,10,3191.7,17,1,1,5,1,7,satisfied,0,premium,2.203771955361506,68.5112,0,1,75.0
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,Uasin Gishu,0,urban,97.9,high,14,1825.1,46,1,0,5,1,9,satisfied,0,basic,11.340961192891468,63.60693333333334,0,0,49.370000000000005
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,Nairobi,0,urban,100.0,high,8,1762.4,0,1,0,3,0,7,neutral,0,basic,0.9311387990529069,64.69973333333333,0,0,50.0
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,Thika,0,urban,84.5,high,8,1153.9,160,0,1,5,1,8,satisfied,0,premium,97.39271935252889,53.77706666666666,0,1,50.349999999999994
